SNOMED;Diagnóstico;Topografia;CID
M-90100;Revisão de Lâmina;" Rakha E.A. et al, 2025 (Histopathology).2- No material examinado não há indícios morfológicos de malignidade.3- Está indicada a correlação com os achados clínicos, dos exames de imagem e evolutivos.4- Este diagnóstico foi baseado na avaliação de novos cortes aprofundados já obtidos a partir do(s) bloco(s) de parafina.5- Foi solicitada a realização de estudo imuno-histoquímico para complementação diagnóstica.""";D099
M-90100;Revisão de Lâmina;" Rakha E.A. et al, 2025 (Histopathology).2- No material examinado não há indícios morfológicos de malignidade.3- Está indicada a correlação com os achados clínicos, dos exames de imagem e evolutivos.4- Este diagnóstico foi baseado na avaliação de novos cortes aprofundados já obtidos a partir do(s) bloco(s) de parafina.5- Foi solicitada a realização de estudo imuno-histoquímico para complementação diagnóstica.""";D099
M-90100;Revisão de Lâmina;" Rakha E.A. et al, 2025 (Histopathology).2- No material examinado não há indícios morfológicos de malignidade.3- Está indicada a correlação com os achados clínicos, dos exames de imagem e evolutivos.4- Este diagnóstico foi baseado na avaliação de novos cortes aprofundados já obtidos a partir do(s) bloco(s) de parafina.5- Foi solicitada a realização de estudo imuno-histoquímico para complementação diagnóstica.""";D099
M-90100;Revisão de Lâmina;" Rakha E.A. et al, 2025 (Histopathology).2- No material examinado não há indícios morfológicos de malignidade.3- Está indicada a correlação com os achados clínicos, dos exames de imagem e evolutivos.4- Este diagnóstico foi baseado na avaliação de novos cortes aprofundados já obtidos a partir do(s) bloco(s) de parafina.5- Foi solicitada a realização de estudo imuno-histoquímico para complementação diagnóstica.""";D099
M-90100;Revisão de Lâmina;" Rakha E.A. et al, 2025 (Histopathology).2- No material examinado não há indícios morfológicos de malignidade.3- Está indicada a correlação com os achados clínicos, dos exames de imagem e evolutivos.4- Este diagnóstico foi baseado na avaliação de novos cortes aprofundados já obtidos a partir do(s) bloco(s) de parafina.5- Foi solicitada a realização de estudo imuno-histoquímico para complementação diagnóstica.""";D099
M-90100;Revisão de Lâmina;" Rakha E.A. et al, 2025 (Histopathology).2- No material examinado não há indícios morfológicos de malignidade.3- Está indicada a correlação com os achados clínicos, dos exames de imagem e evolutivos.4- Este diagnóstico foi baseado na avaliação de novos cortes aprofundados já obtidos a partir do(s) bloco(s) de parafina.5- Foi solicitada a realização de estudo imuno-histoquímico para complementação diagnóstica.""";D099
M-82110;Adenoma Tubular;Cólon ascendente e cólon transverso;D12
M-82110;Adenoma Tubular;Cólon ascendente e cólon transverso;D123
M-82110;Adenoma Tubular;Cólon ascendente e cólon transverso;D124
M-82630;ADENOMA TÚBULO-VILOSO;Sigmóide;D12
M-82630;ADENOMA TÚBULO-VILOSO;Cólon ascendente e cólon transverso;D12
M-82630;ADENOMA TÚBULO-VILOSO;Cólon ascendente e cólon transverso;D123
M-82630;ADENOMA TÚBULO-VILOSO;Cólon ascendente e cólon transverso;D124
M-82630;ADENOMA TÚBULO-VILOSO;Reto;D129
M-82630;ADENOMA TÚBULO-VILOSO;Reto;D129
M-40000;Inflamação;Mucosa anal;
M-88003;Sarcoma;Maxila;C410
M-49020;Fibroesclerose;Mama direita - 01 Hora;
M-43000;Duodenite;Esôfago;
M-00100;Tecido com Arquitetura Histológica Dentro dos Limites da Normalidade;Biopsia gástrica;D002
M-00100;Tecido com Arquitetura Histológica Dentro dos Limites da Normalidade;Biopsia gástrica;D003
M-00100;Tecido com Arquitetura Histológica Dentro dos Limites da Normalidade;Biopsia gástrica;D004
M-00100;Tecido com Arquitetura Histológica Dentro dos Limites da Normalidade;Biopsia gástrica;D005
M-00100;Tecido com Arquitetura Histológica Dentro dos Limites da Normalidade;Biopsia gástrica;D006
M-00100;Tecido com Arquitetura Histológica Dentro dos Limites da Normalidade;Biopsia gástrica;D007
M-00100;Tecido com Arquitetura Histológica Dentro dos Limites da Normalidade;Biopsia gástrica;D008
M-00100;Tecido com Arquitetura Histológica Dentro dos Limites da Normalidade;Biopsia gástrica;D009
M-00100;Tecido com Arquitetura Histológica Dentro dos Limites da Normalidade;Biopsia gástrica;D010
M-00100;Tecido com Arquitetura Histológica Dentro dos Limites da Normalidade;Biopsia gástrica;D011
M-00100;Tecido com Arquitetura Histológica Dentro dos Limites da Normalidade;Biopsia gástrica;D012
M-00100;Tecido com Arquitetura Histológica Dentro dos Limites da Normalidade;Biopsia gástrica;D013
M-00100;Tecido com Arquitetura Histológica Dentro dos Limites da Normalidade;Biopsia gástrica;D014
M-00100;Tecido com Arquitetura Histológica Dentro dos Limites da Normalidade;Biopsia gástrica;D015
M-00100;Tecido com Arquitetura Histológica Dentro dos Limites da Normalidade;Biopsia gástrica;D016
M-00100;Tecido com Arquitetura Histológica Dentro dos Limites da Normalidade;Biopsia gástrica;D017
M-00100;Tecido com Arquitetura Histológica Dentro dos Limites da Normalidade;Biopsia gástrica;D018
M-00100;Tecido com Arquitetura Histológica Dentro dos Limites da Normalidade;Biopsia gástrica;D019
M-00100;Tecido com Arquitetura Histológica Dentro dos Limites da Normalidade;Biopsia gástrica;D020
M-00100;Tecido com Arquitetura Histológica Dentro dos Limites da Normalidade;Biopsia gástrica;D021
M-00100;Tecido com Arquitetura Histológica Dentro dos Limites da Normalidade;Biopsia gástrica;D022
M-00100;Tecido com Arquitetura Histológica Dentro dos Limites da Normalidade;Biopsia gástrica;D023
M-00100;Tecido com Arquitetura Histológica Dentro dos Limites da Normalidade;Biopsia gástrica;D024
M-00100;Tecido com Arquitetura Histológica Dentro dos Limites da Normalidade;Biopsia gástrica;D025
M-00100;Tecido com Arquitetura Histológica Dentro dos Limites da Normalidade;Biopsia gástrica;D026
M-00100;Tecido com Arquitetura Histológica Dentro dos Limites da Normalidade;Biopsia gástrica;D027
M-00100;Tecido com Arquitetura Histológica Dentro dos Limites da Normalidade;Biopsia gástrica;D028
M-00100;Tecido com Arquitetura Histológica Dentro dos Limites da Normalidade;Biopsia gástrica;D029
M-00100;Tecido com Arquitetura Histológica Dentro dos Limites da Normalidade;Biopsia gástrica;D030
M-00100;Tecido com Arquitetura Histológica Dentro dos Limites da Normalidade;Biopsia gástrica;D031
M-00100;Tecido com Arquitetura Histológica Dentro dos Limites da Normalidade;Biopsia gástrica;D032
M-00100;Tecido com Arquitetura Histológica Dentro dos Limites da Normalidade;Biopsia gástrica;D033
M-00100;Tecido com Arquitetura Histológica Dentro dos Limites da Normalidade;Biopsia gástrica;D034
M-00100;Tecido com Arquitetura Histológica Dentro dos Limites da Normalidade;Biopsia gástrica;D035
M-00100;Tecido com Arquitetura Histológica Dentro dos Limites da Normalidade;Biopsia gástrica;D036
M-00100;Tecido com Arquitetura Histológica Dentro dos Limites da Normalidade;Biopsia gástrica;D037
M-00100;Tecido com Arquitetura Histológica Dentro dos Limites da Normalidade;Biopsia gástrica;D038
M-00100;Tecido com Arquitetura Histológica Dentro dos Limites da Normalidade;Biopsia gástrica;D039
M-00100;Tecido com Arquitetura Histológica Dentro dos Limites da Normalidade;Biopsia gástrica;D040
M-00100;Tecido com Arquitetura Histológica Dentro dos Limites da Normalidade;Biopsia gástrica;D041
M-00100;Tecido com Arquitetura Histológica Dentro dos Limites da Normalidade;Biopsia gástrica;D042
M-00100;Tecido com Arquitetura Histológica Dentro dos Limites da Normalidade;Biopsia gástrica;D043
M-00100;Tecido com Arquitetura Histológica Dentro dos Limites da Normalidade;Biopsia gástrica;D044
M-00100;Tecido com Arquitetura Histológica Dentro dos Limites da Normalidade;Biopsia gástrica;D045
M-00100;Tecido com Arquitetura Histológica Dentro dos Limites da Normalidade;Biopsia gástrica;D046
M-00100;Tecido com Arquitetura Histológica Dentro dos Limites da Normalidade;Biopsia gástrica;D047
M-00100;Tecido com Arquitetura Histológica Dentro dos Limites da Normalidade;Biopsia gástrica;D048
M-00100;Tecido com Arquitetura Histológica Dentro dos Limites da Normalidade;Biopsia gástrica;D049
M-00100;Tecido com Arquitetura Histológica Dentro dos Limites da Normalidade;Biopsia gástrica;D050
M-00100;Tecido com Arquitetura Histológica Dentro dos Limites da Normalidade;Biopsia gástrica;D051
M-00100;Tecido com Arquitetura Histológica Dentro dos Limites da Normalidade;Biopsia gástrica;D052
M-00100;Tecido com Arquitetura Histológica Dentro dos Limites da Normalidade;Biopsia gástrica;D053
M-00100;Tecido com Arquitetura Histológica Dentro dos Limites da Normalidade;Biopsia gástrica;D054
M-00100;Tecido com Arquitetura Histológica Dentro dos Limites da Normalidade;Biopsia gástrica;D055
M-00100;Tecido com Arquitetura Histológica Dentro dos Limites da Normalidade;Biopsia gástrica;D056
M-00100;Tecido com Arquitetura Histológica Dentro dos Limites da Normalidade;Biopsia gástrica;D057
M-00100;Tecido com Arquitetura Histológica Dentro dos Limites da Normalidade;Biopsia gástrica;D058
M-00100;Tecido com Arquitetura Histológica Dentro dos Limites da Normalidade;Biopsia gástrica;D059
M-00100;Tecido com Arquitetura Histológica Dentro dos Limites da Normalidade;Biopsia gástrica;D060
M-00100;Tecido com Arquitetura Histológica Dentro dos Limites da Normalidade;Biopsia gástrica;D061
M-00100;Tecido com Arquitetura Histológica Dentro dos Limites da Normalidade;Biopsia gástrica;D062
M-00100;Tecido com Arquitetura Histológica Dentro dos Limites da Normalidade;Biopsia gástrica;D063
M-00100;Tecido com Arquitetura Histológica Dentro dos Limites da Normalidade;Biopsia gástrica;D064
M-00100;Tecido com Arquitetura Histológica Dentro dos Limites da Normalidade;Biopsia gástrica;D065
M-00100;Tecido com Arquitetura Histológica Dentro dos Limites da Normalidade;Biopsia gástrica;D066
M-00100;Tecido com Arquitetura Histológica Dentro dos Limites da Normalidade;Biopsia gástrica;D067
M-00100;Tecido com Arquitetura Histológica Dentro dos Limites da Normalidade;Biopsia gástrica;D068
M-00100;Tecido com Arquitetura Histológica Dentro dos Limites da Normalidade;Biopsia gástrica;D069
M-00100;Tecido com Arquitetura Histológica Dentro dos Limites da Normalidade;Biopsia gástrica;D070
M-00100;Tecido com Arquitetura Histológica Dentro dos Limites da Normalidade;Biopsia gástrica;D071
M-00100;Tecido com Arquitetura Histológica Dentro dos Limites da Normalidade;Biopsia gástrica;D072
M-00100;Tecido com Arquitetura Histológica Dentro dos Limites da Normalidade;Biopsia gástrica;D073
M-00100;Tecido com Arquitetura Histológica Dentro dos Limites da Normalidade;Biopsia gástrica;D074
M-00100;Tecido com Arquitetura Histológica Dentro dos Limites da Normalidade;Biopsia gástrica;D075
M-00100;Tecido com Arquitetura Histológica Dentro dos Limites da Normalidade;Biopsia gástrica;D076
M-00100;Tecido com Arquitetura Histológica Dentro dos Limites da Normalidade;Biopsia gástrica;D077
M-00100;Tecido com Arquitetura Histológica Dentro dos Limites da Normalidade;Biopsia gástrica;D078
M-00100;Tecido com Arquitetura Histológica Dentro dos Limites da Normalidade;Biopsia gástrica;D079
